id,Churn,genero,tiene +60,posee_pareja,posee_dependientes,tiempo_contrato,servicio_telefono,multiples_lineas,tipo_internet,seguridad_online,backup_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,tipo_contrato,factura_digital,metodo_pago,valor_mensal,total_cobrado
0971-QIFJK,No,Femenino,0,Sí,No,69,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),24.25,1641.8
0973-KYVNF,No,Femenino,0,Sí,Sí,72,Sí,No,DSL,Sí,Sí,Sí,No,Sí,No,Bienal,Yes,Tarjeta de crédito (automático),70.65,5011.15
0975-UYDTX,No,Femenino,0,Sí,No,26,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Tarjeta de crédito (automático),90.1,2312.55
0975-VOOVL,No,Femenino,0,No,No,3,No,Sin servicio de teléfono,DSL,No,Sí,No,No,No,No,Mensual,No,Cheque enviado por correo,29.2,98.5
0979-MOZQI,No,Masculino,0,Sí,No,62,No,Sin servicio de teléfono,DSL,No,No,No,Sí,Sí,No,Bienal,Yes,Transferencia bancaria (automática),39.0,2337.45
0979-PHULV,Sí,Masculino,0,Sí,Sí,69,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,Yes,Tarjeta de crédito (automático),99.45,7007.6
0980-FEXWF,No,Masculino,0,Sí,Sí,26,Sí,No,DSL,No,No,Sí,No,No,No,Anual,No,Cheque enviado por correo,50.35,1285.8
0980-PVMRC,No,Femenino,0,Sí,Sí,40,No,Sin servicio de teléfono,DSL,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,50.85,2036.55
0983-TATYJ,No,Femenino,0,Sí,No,33,Sí,No,DSL,No,No,No,Sí,No,No,Anual,Yes,Cheque enviado por correo,51.45,1758.9
0988-AADSA,No,Femenino,0,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,Bienal,No,Transferencia bancaria (automática),80.85,5824.75
0988-JRWWP,No,Femenino,0,No,No,3,Sí,No,DSL,No,No,No,No,Sí,No,Mensual,Yes,Cheque electrónico,54.2,140.4
0991-BRRFB,Sí,Masculino,0,No,No,18,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque electrónico,49.4,874.8
0993-OSGPT,No,Femenino,1,Sí,No,68,Sí,No,DSL,No,Sí,Sí,Sí,No,No,Anual,Yes,Transferencia bancaria (automática),60.65,3975.9
0997-YTLNY,No,Femenino,0,No,Sí,19,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,No,Cheque enviado por correo,48.8,953.65
0999-QXNSA,No,Masculino,1,No,Sí,7,Sí,No,DSL,No,No,No,No,No,No,Mensual,Yes,Cheque enviado por correo,45.75,344.2
1000-AJSLD,Sí,Masculino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Cheque enviado por correo,20.1,20.1
1004-NOZNR,No,Masculino,1,No,Sí,56,Sí,No,Fiber optic,Sí,No,No,No,Sí,Sí,Anual,No,Tarjeta de crédito (automático),94.8,5264.3
1009-IRMNA,Sí,Femenino,0,No,No,7,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automática),20.0,137.6
1010-DIAUQ,Sí,Masculino,0,No,No,5,Sí,No,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,No,Transferencia bancaria (automática),96.5,492.55
1013-QCWAM,No,Femenino,1,Sí,No,66,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,100.8,6690.75
1015-JPFYW,No,Masculino,0,No,Sí,7,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,19.45,136.75
1015-OWJKI,No,Masculino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.05,19.05
1016-DJTSV,No,Masculino,1,No,No,8,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,69.7,572.85
1017-FBQMM,No,Femenino,0,Sí,Sí,62,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,Sí,Anual,Yes,Tarjeta de crédito (automático),106.05,6703.5
1020-JPQOW,No,Femenino,0,Sí,No,56,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,No,No,Mensual,No,Cheque electrónico,90.55,5116.6
1022-RKXDR,No,Femenino,0,No,No,41,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Yes,Cheque enviado por correo,24.85,962.25
1023-BQXZE,No,Masculino,0,No,No,57,Sí,No,DSL,Sí,No,Sí,No,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),74.35,4317.35
1024-GUALD,Sí,Femenino,0,Sí,No,1,No,Sin servicio de teléfono,DSL,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,24.8,24.8
1024-KPRBB,No,Femenino,0,No,No,38,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Anual,Yes,Cheque enviado por correo,89.1,3342.0
1024-VRZHF,Sí,Masculino,0,Sí,No,11,Sí,Sí,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,74.95,825.7
1025-FALIX,No,Femenino,0,No,No,26,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Tarjeta de crédito (automático),69.05,1815.65
1027-LKKQQ,No,Femenino,0,Sí,Sí,72,Sí,No,DSL,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),80.45,5886.85
1028-FFNJK,No,Masculino,1,Sí,No,30,Sí,Sí,Fiber optic,No,No,No,Sí,Sí,Sí,Mensual,Yes,Cheque electrónico,101.5,2917.65
1029-QFBEN,Sí,Masculino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.55,19.55
1031-IIDEO,Sí,Femenino,0,No,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,70.85,70.85
1032-MAELW,No,Femenino,0,Sí,Sí,68,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,Anual,Yes,Cheque electrónico,78.45,5333.35
1035-IPQPU,No,Femenino,1,Sí,No,63,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,103.5,6479.4
1036-GUDCL,No,Masculino,0,Sí,Sí,60,Sí,No,DSL,Sí,Sí,No,Sí,Sí,Sí,Mensual,Yes,Tarjeta de crédito (automático),79.05,4663.4
1038-RQOST,No,Masculino,0,Sí,Sí,19,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.6,414.95
1038-ZAGBI,Sí,Femenino,0,Sí,Sí,12,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automática),19.8,229.6
1041-RXHRA,Sí,Femenino,0,No,No,41,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),70.25,2868.05
1042-HFUCW,No,Femenino,0,No,Sí,25,Sí,No,DSL,No,Sí,No,Sí,No,No,Anual,Yes,Tarjeta de crédito (automático),54.75,1266.35
1043-UXOVO,No,Femenino,0,No,No,71,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),113.15,7993.3
1043-YCUTE,Sí,Masculino,0,Sí,No,56,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Tarjeta de crédito (automático),25.15,1327.15
1045-LTCYT,No,Femenino,0,Sí,Sí,8,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),21.05,139.75
1047-NNCBF,No,Masculino,0,No,No,20,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito (automático),70.55,1493.55
1047-RNXZV,No,Masculino,0,No,No,43,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.55,876.15
1049-FYSYG,No,Femenino,0,Sí,No,17,No,Sin servicio de teléfono,DSL,No,Sí,Sí,No,No,No,Mensual,Yes,Tarjeta de crédito (automático),35.65,646.05
1051-EQPZR,No,Femenino,0,Sí,Sí,44,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.6,780.25
1051-GEJLJ,No,Femenino,0,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.5,27.55
1052-QJIBV,No,Femenino,0,Sí,Sí,71,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.9,1397.3
1053-MXTTK,No,Femenino,0,Sí,Sí,72,Sí,No,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),108.65,7726.35
1057-FOGLZ,No,Femenino,0,No,No,18,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.65,391.7
1060-ENTOF,No,Femenino,1,Sí,No,67,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,No,Sí,Anual,Yes,Tarjeta de crédito (automático),105.4,7035.6
1061-PNTHC,No,Femenino,0,Sí,Sí,56,Sí,Sí,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,Mensual,Yes,Cheque enviado por correo,109.6,5953.0
1062-LHZOD,Sí,Masculino,0,Sí,Sí,1,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque enviado por correo,69.9,69.9
1063-DHQJF,No,Masculino,0,Sí,Sí,69,Sí,No,Fiber optic,No,Sí,No,Sí,Sí,No,Bienal,Yes,Cheque enviado por correo,92.15,6480.9
1064-FBXNK,No,Masculino,0,Sí,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de crédito (automático),19.85,19.85
1066-JKSGK,Sí,Masculino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.15,20.15
1069-QJOEE,No,Masculino,0,Sí,Sí,25,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque electrónico,19.9,505.45
1069-XAIEM,Sí,Femenino,1,No,No,1,Sí,Sí,Fiber optic,No,No,No,No,No,Sí,Mensual,Yes,Cheque electrónico,85.05,85.05
1073-XXCZD,No,Masculino,0,Sí,No,55,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),25.7,1443.65
1074-AMIOH,No,Femenino,0,Sí,Sí,53,Sí,No,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,Mensual,Yes,Transferencia bancaria (automática),108.25,5935.1
1074-WVEVG,No,Femenino,0,Sí,No,59,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,20.35,1267.0
1075-BGWOH,Sí,Masculino,1,Sí,No,16,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,98.75,1587.55
1077-HUUJM,No,Femenino,0,No,Sí,7,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,71.05,472.65
1078-TDCRN,No,Femenino,1,Sí,No,3,No,Sin servicio de teléfono,DSL,No,Sí,No,No,No,No,Mensual,Yes,Cheque electrónico,30.75,82.85
1080-BWSYE,No,Masculino,1,Sí,No,64,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),25.65,1740.8
1084-MNSMJ,No,Femenino,0,Sí,Sí,51,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta de crédito (automático),85.5,4421.95
1084-UQCHV,Sí,Masculino,0,No,Sí,1,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),69.75,69.75
1085-LDWAM,No,Femenino,0,Sí,Sí,69,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Yes,Tarjeta de crédito (automático),20.35,1442.65
1086-LXKFY,Sí,Femenino,0,Sí,Sí,1,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque enviado por correo,69.1,69.1
1087-GRUYI,No,Masculino,0,Sí,No,38,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),20.4,743.5
1087-UDSIH,Sí,Femenino,0,No,No,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Cheque enviado por correo,19.6,59.75
1088-AUUZZ,No,Masculino,0,Sí,Sí,56,Sí,Sí,DSL,Sí,Sí,No,Sí,No,Sí,Bienal,Yes,Tarjeta de crédito (automático),75.85,4261.2
1088-CNNKB,No,Masculino,0,Sí,No,63,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,Anual,No,Tarjeta de crédito (automático),80.0,5040.2
1089-HDMKP,No,Masculino,1,No,Sí,11,Sí,No,DSL,No,Sí,No,Sí,No,No,Mensual,Yes,Cheque electrónico,54.55,601.25
1089-XZWHH,No,Femenino,0,Sí,Sí,24,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Cheque enviado por correo,19.7,494.05
1090-ESELR,No,Masculino,0,Sí,Sí,72,Sí,No,Fiber optic,Sí,Sí,No,Sí,Sí,Sí,Bienal,No,Transferencia bancaria (automática),105.5,7611.55
1090-PYKCI,No,Femenino,0,Sí,Sí,69,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,No,Anual,Yes,Tarjeta de crédito (automático),105.1,7234.8
1091-SOZGA,No,Femenino,0,Sí,Sí,56,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Anual,Yes,Tarjeta de crédito (automático),99.8,5515.45
1092-GANHU,Sí,Masculino,0,No,No,17,Sí,No,Fiber optic,No,No,Sí,No,No,No,Mensual,Yes,Cheque electrónico,76.65,1313.55
1092-WPIVQ,No,Femenino,0,Sí,Sí,18,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,25.1,428.45
1093-YSWCA,No,Masculino,0,No,No,11,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.55,223.15
1094-BKOSX,No,Femenino,0,Sí,Sí,45,No,Sin servicio de teléfono,DSL,No,Sí,Sí,Sí,No,Sí,Anual,No,Transferencia bancaria (automática),51.0,2264.5
1095-JUDTC,Sí,Femenino,1,No,No,47,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,No,Mensual,Yes,Cheque electrónico,95.05,4504.55
1095-WGNGG,No,Femenino,0,Sí,No,61,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),101.05,5971.25
1096-ADRUX,No,Femenino,0,Sí,Sí,66,Sí,Sí,Fiber optic,No,No,No,No,No,No,Anual,Yes,Transferencia bancaria (automática),74.25,4859.25
1097-FSPVW,No,Femenino,0,No,No,42,Sí,No,DSL,Sí,No,Sí,No,No,No,Mensual,No,Tarjeta de crédito (automático),54.55,2455.05
1098-KFQEC,No,Femenino,0,Sí,Sí,55,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.4,1083.0
1098-TDVUQ,No,Femenino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Transferencia bancaria (automática),19.25,19.25
1099-BTKWT,No,Femenino,0,Sí,No,68,No,Sin servicio de teléfono,DSL,Sí,No,Sí,No,Sí,Sí,Anual,Yes,Cheque electrónico,54.4,3723.65
1099-GODLO,No,Femenino,0,Sí,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.35,20.35
1100-DDVRV,No,Masculino,0,Sí,No,17,No,Sin servicio de teléfono,DSL,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque enviado por correo,49.8,836.35
1101-SSWAG,No,Femenino,0,Sí,No,15,Sí,Sí,DSL,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,51.1,711.15
1104-FEJAM,No,Masculino,0,Sí,Sí,28,Sí,Sí,DSL,No,Sí,No,No,No,Sí,Mensual,No,Cheque electrónico,64.4,1802.15
1104-TNLZA,No,Masculino,1,Sí,No,28,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,Sí,Mensual,Yes,Cheque electrónico,105.8,2998.0
1106-HRLKZ,No,Masculino,0,Sí,Sí,40,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.6,808.95
1110-KYLGQ,No,Femenino,0,No,No,63,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,Sí,Sí,Mensual,No,Tarjeta de crédito (automático),108.25,6780.1
1112-CUNAO,Sí,Femenino,1,No,No,15,Sí,Sí,Fiber optic,No,Sí,No,No,No,Sí,Mensual,No,Cheque electrónico,89.85,1424.95
1113-IUJYX,Sí,Femenino,0,Sí,No,14,Sí,No,Fiber optic,Sí,Sí,No,Sí,Sí,Sí,Anual,No,Cheque enviado por correo,105.95,1348.9
1114-CENIM,Sí,Masculino,0,No,Sí,54,Sí,Sí,DSL,No,Sí,No,No,No,No,Mensual,Yes,Tarjeta de crédito (automático),55.0,3092.65
1116-DXXDF,No,Masculino,0,No,No,39,Sí,No,Fiber optic,Sí,No,Sí,No,Sí,Sí,Bienal,Yes,Cheque electrónico,100.45,3801.7
1116-FRYVH,No,Femenino,0,Sí,Sí,48,No,Sin servicio de teléfono,DSL,Sí,Sí,No,Sí,No,No,Bienal,No,Cheque enviado por correo,39.4,1978.65
1120-BMWUB,Sí,Femenino,0,No,No,16,Sí,No,DSL,No,Sí,No,Sí,No,No,Mensual,Yes,Cheque enviado por correo,53.9,834.15
1121-QSIVB,No,Femenino,0,No,Sí,44,Sí,Sí,DSL,No,Sí,No,No,Sí,Sí,Anual,Yes,Cheque enviado por correo,77.55,3471.1
1122-JWTJW,Sí,Masculino,0,Sí,Sí,1,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque enviado por correo,70.65,70.65
1122-YJBCS,No,Masculino,0,Sí,No,69,Sí,No,DSL,Sí,Sí,No,No,No,No,Anual,Yes,Tarjeta de crédito (automático),53.65,3804.4
1125-SNVCK,No,Femenino,1,No,No,49,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque enviado por correo,43.8,2106.05
1131-ALZWV,No,Femenino,0,No,No,24,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automática),24.6,605.25
1131-QQZEB,No,Masculino,1,Sí,No,71,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),23.95,1756.2
1131-SUEKT,No,Masculino,0,Sí,Sí,61,Sí,No,Fiber optic,No,Sí,No,Sí,Sí,Sí,Anual,Yes,Transferencia bancaria (automática),98.45,6145.2
1133-KXCGE,No,Femenino,0,No,No,18,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,20.1,407.05
1134-YWTYF,No,Masculino,0,Sí,No,27,Sí,No,DSL,No,Sí,No,Sí,No,No,Mensual,Yes,Cheque electrónico,53.8,1389.85
1135-HIORI,No,Femenino,0,Sí,Sí,64,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Cheque electrónico,111.45,7266.95
1135-LMECX,No,Femenino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.85,19.85
1136-XGEQU,No,Femenino,0,Sí,Sí,50,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Tarjeta de crédito (automático),84.15,4164.4
1137-DGOWI,No,Femenino,0,Sí,No,30,Sí,No,DSL,No,Sí,Sí,Sí,No,Sí,Anual,No,Transferencia bancaria (automática),70.25,2198.9
1139-WUOAH,No,Masculino,0,No,No,57,No,Sin servicio de teléfono,DSL,No,No,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta de crédito (automático),53.35,3090.05
1140-UKVZG,No,Femenino,0,No,No,17,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,24.8,475.25
1142-IHLOO,No,Femenino,0,No,No,51,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Anual,No,Tarjeta de crédito (automático),87.55,4475.9
1142-WACZW,Sí,Masculino,0,No,No,2,No,Sin servicio de teléfono,DSL,No,No,No,Sí,No,No,Mensual,No,Transferencia bancaria (automática),29.85,75.6
1143-NMNQJ,Sí,Femenino,0,No,No,2,Sí,Sí,Fiber optic,No,No,No,No,No,Sí,Mensual,Yes,Cheque electrónico,85.7,169.8
1150-FTQGN,No,Femenino,0,Sí,Sí,60,Sí,Sí,Fiber optic,Sí,Sí,No,No,Sí,No,Anual,No,Transferencia bancaria (automática),94.15,5811.8
1150-WFARN,Sí,Femenino,0,Sí,Sí,67,Sí,Sí,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),108.75,7156.2
1153-GNOLC,No,Masculino,0,No,No,33,No,Sin servicio de teléfono,DSL,No,Sí,No,No,Sí,No,Anual,Yes,Cheque electrónico,39.1,1309.0
1154-HYWWO,No,Masculino,0,No,No,38,Sí,No,DSL,Sí,Sí,No,Sí,Sí,No,Anual,No,Cheque enviado por correo,70.6,2708.2
1156-ZFYDO,No,Femenino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,19.75,19.75
1157-BQCUW,Sí,Masculino,0,No,No,1,Sí,Sí,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,74.95,74.95
1159-WFSGR,No,Femenino,0,Sí,Sí,16,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,20.4,321.4
1162-ECVII,No,Masculino,1,Sí,No,72,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),109.75,7932.5
1163-ONYEY,No,Masculino,0,Sí,Sí,41,Sí,Sí,DSL,Sí,Sí,Sí,No,Sí,No,Mensual,Yes,Tarjeta de crédito (automático),74.55,3023.55
1163-VIPRI,No,Femenino,0,Sí,Sí,65,Sí,Sí,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,Bienal,No,Cheque electrónico,109.3,7337.55
1166-PQLGG,No,Femenino,0,Sí,Sí,72,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),19.55,1463.45
1167-OYZJF,No,Femenino,1,Sí,No,67,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Transferencia bancaria (automática),20.05,1263.05
1169-SAOCL,No,Masculino,0,No,No,49,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,Sí,Anual,Yes,Transferencia bancaria (automática),106.65,5168.1
1169-WCVAK,No,Masculino,0,Sí,No,19,Sí,Sí,Fiber optic,Sí,Sí,No,Sí,No,No,Mensual,Yes,Tarjeta de crédito (automático),88.8,1672.35
1170-SASML,No,Femenino,0,Sí,No,69,Sí,Sí,Fiber optic,No,Sí,Sí,No,No,No,Mensual,Yes,Transferencia bancaria (automática),85.4,5869.4
1171-TYKUR,No,Masculino,0,Sí,No,47,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,25.4,1139.2
1172-VIYBP,No,Masculino,0,Sí,Sí,53,Sí,Sí,DSL,Sí,Sí,No,No,No,Sí,Bienal,No,Transferencia bancaria (automática),69.7,3686.05
1173-NOEYG,No,Femenino,0,Sí,No,27,Sí,Sí,Fiber optic,No,No,Sí,No,No,Sí,Mensual,No,Transferencia bancaria (automática),90.15,2423.4
1173-XZPYF,No,Femenino,0,No,No,11,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,No,Mensual,Yes,Cheque electrónico,89.2,990.3
1174-FGIFN,No,Femenino,0,Sí,Sí,28,Sí,Sí,Fiber optic,No,No,No,Sí,No,Sí,Anual,Yes,Cheque electrónico,90.45,2509.25
